cultivo,plaga_enfermedad,comarca_nombre,comarca_zona,comarca_zona_id,fecha_aviso,nivel_aviso
VIÑA,MILDIU,ABONA,Zona media,2,2023-06-07,MEDIO
VIÑA,MILDIU,ABONA,Zona alta,3,2023-06-07,MEDIO
VIÑA,MILDIU,ABONA,Zona baja,1,2023-05-31,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2023-05-31,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2023-05-31,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2023-05-24,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2023-05-24,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2023-05-24,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2023-05-17,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2023-05-17,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2023-05-17,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2023-05-10,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2023-05-10,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2023-05-10,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2023-05-02,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2023-05-02,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2023-05-02,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2023-04-26,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2023-04-26,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2023-04-26,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2023-04-19,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2023-04-19,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2023-04-19,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2023-04-12,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2023-04-12,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2023-04-12,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2022-08-17,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2022-08-17,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2022-08-17,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2022-08-10,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2022-08-10,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2022-08-10,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2022-08-04,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2022-08-04,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2022-08-04,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2022-07-27,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2022-07-27,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2022-07-27,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2022-07-20,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2022-07-20,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2022-07-20,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2022-07-13,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2022-07-13,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2022-07-13,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2022-07-06,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2022-07-06,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2022-07-06,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2022-06-29,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2022-06-29,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2022-06-29,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2022-06-22,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2022-06-22,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2022-06-22,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2022-06-15,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2022-06-15,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2022-06-15,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2022-06-08,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2022-06-08,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2022-06-08,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2022-05-31,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2022-05-31,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2022-05-31,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2022-05-25,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2022-05-25,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2022-05-25,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2022-05-18,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2022-05-18,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2022-05-18,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2022-05-11,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2022-05-11,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2022-05-11,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2022-05-04,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2022-05-04,MEDIO
VIÑA,MILDIU,ABONA,Zona alta,3,2022-05-04,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2022-04-27,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2022-04-27,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2022-04-27,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2022-04-20,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2022-04-20,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2022-04-20,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2022-04-12,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2022-04-12,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2022-04-12,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2022-04-06,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2022-04-06,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2022-04-06,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2022-03-30,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2022-03-30,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2022-03-30,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2021-08-04,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2021-08-04,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2021-08-04,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2021-07-28,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2021-07-28,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2021-07-28,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2021-07-21,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2021-07-21,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2021-07-21,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2021-07-14,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2021-07-14,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2021-07-14,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2021-07-07,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2021-07-07,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2021-07-07,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2021-06-30,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2021-06-30,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2021-06-30,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2021-06-23,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2021-06-23,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2021-06-23,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2021-06-16,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2021-06-16,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2021-06-16,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2021-06-09,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2021-06-09,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2021-06-09,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2021-06-02,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2021-06-02,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2021-06-02,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2021-05-26,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2021-05-26,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2021-05-26,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2021-05-19,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2021-05-19,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2021-05-19,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2021-05-12,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2021-05-12,MEDIO
VIÑA,MILDIU,ABONA,Zona alta,3,2021-05-12,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2021-05-05,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2021-05-05,MEDIO
VIÑA,MILDIU,ABONA,Zona alta,3,2021-05-05,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2021-04-28,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2021-04-28,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2021-04-28,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2021-04-21,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2021-04-21,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2021-04-21,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2021-04-14,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2021-04-14,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2021-04-14,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2021-04-07,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2021-04-07,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2021-04-07,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2021-03-19,SIN ALERTA
VIÑA,MILDIU,ABONA,Zona media,2,2021-03-19,SIN ALERTA
VIÑA,MILDIU,ABONA,Zona alta,3,2021-03-19,SIN ALERTA
VIÑA,MILDIU,ABONA,Zona baja,1,2020-08-12,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2020-08-12,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2020-08-12,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2020-08-05,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2020-08-05,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2020-08-05,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2020-07-29,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2020-07-29,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2020-07-29,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2020-07-22,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2020-07-22,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2020-07-22,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2020-07-15,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2020-07-15,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2020-07-15,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2020-07-08,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2020-07-08,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2020-07-08,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2020-07-01,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2020-07-01,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2020-07-01,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2020-06-24,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2020-06-24,ALTO
VIÑA,MILDIU,ABONA,Zona alta,3,2020-06-24,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2020-06-17,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2020-06-17,MEDIO
VIÑA,MILDIU,ABONA,Zona alta,3,2020-06-17,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2020-06-10,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2020-06-10,MEDIO
VIÑA,MILDIU,ABONA,Zona alta,3,2020-06-10,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2020-06-03,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2020-06-03,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2020-06-03,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2020-05-27,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2020-05-27,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2020-05-27,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2020-05-20,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2020-05-20,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2020-05-20,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2020-05-13,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2020-05-13,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2020-05-13,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2020-05-06,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2020-05-06,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2020-05-06,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2020-04-29,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2020-04-29,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2020-04-29,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2020-04-22,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2020-04-22,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2020-04-22,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2020-04-15,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2020-04-15,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2020-04-15,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2020-04-07,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2020-04-07,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2020-04-07,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2020-04-01,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2020-04-01,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2020-04-01,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2020-03-25,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2020-03-25,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2020-03-25,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2019-08-21,SIN ALERTA
VIÑA,MILDIU,ABONA,Zona media,2,2019-08-21,SIN ALERTA
VIÑA,MILDIU,ABONA,Zona alta,3,2019-08-21,SIN ALERTA
VIÑA,MILDIU,ABONA,Zona baja,1,2019-08-13,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2019-08-13,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2019-08-13,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2019-08-07,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2019-08-07,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2019-08-07,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2019-07-31,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2019-07-31,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2019-07-31,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2019-07-24,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2019-07-24,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2019-07-24,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2019-07-17,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2019-07-17,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2019-07-17,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2019-07-10,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2019-07-10,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2019-07-10,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2019-07-03,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2019-07-03,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2019-07-03,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2019-06-26,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2019-06-26,MEDIO
VIÑA,MILDIU,ABONA,Zona alta,3,2019-06-26,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2019-06-19,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2019-06-19,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2019-06-19,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2019-06-12,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2019-06-12,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2019-06-12,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2019-06-05,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2019-06-05,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2019-06-05,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2019-05-28,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2019-05-28,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2019-05-28,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2019-05-26,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2019-05-26,MEDIO
VIÑA,MILDIU,ABONA,Zona alta,3,2019-05-26,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2019-05-21,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2019-05-21,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2019-05-21,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2019-05-15,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2019-05-15,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2019-05-15,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2019-04-30,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2019-04-30,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2019-04-30,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2019-04-24,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2019-04-24,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2019-04-24,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2019-04-16,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2019-04-16,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2019-04-16,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2019-04-10,MEDIO
VIÑA,MILDIU,ABONA,Zona media,2,2019-04-10,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2019-04-10,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2019-03-01,SIN ALERTA
VIÑA,MILDIU,ABONA,Zona media,2,2019-03-01,SIN ALERTA
VIÑA,MILDIU,ABONA,Zona alta,3,2019-03-01,SIN ALERTA
VIÑA,MILDIU,ABONA,Zona baja,1,2018-08-09,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2018-08-09,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2018-08-09,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2018-08-01,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2018-08-01,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2018-08-01,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2018-07-18,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2018-07-18,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2018-07-18,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2018-07-11,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2018-07-11,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2018-07-11,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2018-07-04,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2018-07-04,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2018-07-04,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2018-06-27,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2018-06-27,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2018-06-27,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2018-06-20,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2018-06-20,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2018-06-20,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2018-06-13,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2018-06-13,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2018-06-13,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2018-06-06,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2018-06-06,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2018-06-06,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2018-05-29,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2018-05-29,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2018-05-29,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2018-05-23,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2018-05-23,BAJO
VIÑA,MILDIU,ABONA,Zona alta,3,2018-05-23,BAJO
VIÑA,MILDIU,ABONA,Zona baja,1,2018-05-16,BAJO
VIÑA,MILDIU,ABONA,Zona media,2,2018-05-16,BAJO
